Claim #,R.O. #,VIN #,R.O. Date,Paid Date,Status,Total Labor,Total Parts,Total Payment
48532P ,048532 ,5NMJECDE9TH622047,10/02/2025,10/03/2025,Accept,127.07,0.00,163.05
48533P ,048533 ,5NMP5DGL5TH163545,10/02/2025,10/09/2025,Accept,127.07,0.00,173.87
48543A ,048543 ,5NPDH4AE8DH222435,10/02/2025,10/03/2025,Accept,31.77,30.96,62.73
48543B ,048543 ,5NPDH4AE8DH222435,10/02/2025,10/07/2025,Accept,47.65,0.00,47.65
48544A ,048544 ,5NTJEDAF0PH073996,10/02/2025,10/03/2025,Accept,95.30,164.72,260.02
48555A ,048555 ,KM8KRDDFXRU264025,10/03/2025,10/07/2025,Accept,31.77,0.00,31.77
48555B ,048555 ,KM8KRDDFXRU264025,10/03/2025,10/07/2025,Accept,111.19,0.00,111.19
48560A ,048560 ,KM8R3DGE5PU611034,10/03/2025,10/09/2025,Accept,47.65,0.00,47.65
48561A ,048561 ,KM8KNDA8XSU004800,10/03/2025,10/09/2025,Accept,142.96,554.42,697.38
48576P ,048576 ,KM8JEDD19TU406609,10/06/2025,10/09/2025,Accept,127.07,0.00,161.14
48581P ,048581 ,KM8HFCAB8TU383519,10/06/2025,10/09/2025,Accept,127.07,0.00,159.55
48582P ,048582 ,KM8JBDD17TU402504,10/06/2025,10/09/2025,Accept,127.07,0.00,161.14
48583P ,048583 ,KM8HFCAB4TU383789,10/06/2025,10/09/2025,Accept,127.07,0.00,159.55
48589A ,048589 ,3KPC24A67NE167794,10/06/2025, ,Debit,-111.19,-46.24,-157.43
48589B ,048589 ,3KPC24A67NE167794,10/06/2025,10/16/2025,Accept,111.19,166.15,277.34
48593A ,048593 ,KMHLR4DF0SU870668,10/07/2025,11/17/2025,Accept,1127.76,189.07,1316.83
48593R ,048593 ,KMHLR4DF0SU870668,10/07/2025,12/09/2025,Accept,0.00,0.00,495.00
48596A ,048596 ,KM8R7DGE8PU542361,10/07/2025,10/09/2025,Accept,79.42,36.47,115.89
48597A ,048597 ,5NMP5DGL9SH099007,10/07/2025,10/21/2025,Accept,63.54,0.00,66.04
48610A ,048610 ,5NMP5DG16SH031827,10/07/2025,10/17/2025,Accept,127.07,134.46,261.53
48610R ,048610 ,5NMP5DG16SH031827,10/07/2025,10/24/2025,Accept,0.00,0.00,400.00
48616P ,048616 ,KMHL64JA1SA512465,10/14/2025,10/16/2025,Accept,127.07,0.00,168.14
48617P ,048617 ,KM8JEDD11TU406619,10/08/2025,10/13/2025,Accept,127.07,0.00,161.14
48618P ,048618 ,KM8JEDD10TU406563,10/10/2025,10/13/2025,Accept,127.07,0.00,161.14
48619P ,048619 ,KM8JEDD16TU406549,10/10/2025,10/13/2025,Accept,127.07,0.00,161.14
48620P ,048620 ,KM8RHESA3TU034624,10/10/2025,10/13/2025,Accept,127.07,0.00,175.47
48621P ,048621 ,KMHL54JJ4SA131647,10/10/2025,10/13/2025,Accept,127.07,0.00,159.55
48637A ,048637 ,5NPE34AFXJH634976,10/09/2025,10/13/2025,Accept,127.07,0.00,127.07
48642A ,048642 ,KM8JEDD13SU327757,10/09/2025,10/14/2025,Accept,47.65,0.00,47.65
48645A ,048645 ,5NTJEDDF3SH128414,10/09/2025,10/14/2025,Accept,31.77,91.62,123.39
48646P ,048646 ,KM8JBDD15TU410410,10/11/2025,10/16/2025,Accept,127.07,0.00,161.14
48647P ,048647 ,KM8HECA30TU386877,10/09/2025,10/16/2025,Accept,127.07,0.00,159.55
48648P ,048648 ,KM8RMESA5TU030750,10/11/2025,10/16/2025,Accept,127.07,0.00,175.47
48649P ,048649 ,KM8RMESAXTU030128,10/09/2025,10/16/2025,Accept,127.07,0.00,175.47
48650P ,048650 ,KM8RMESA8TU030158,10/11/2025,10/13/2025,Accept,127.07,0.00,175.47
48651P ,048651 ,KM8RMESA0TU030171,10/09/2025,10/16/2025,Accept,127.07,0.00,175.47
48656A ,048656 ,KM8JFCA15PU090028,10/10/2025,10/21/2025,Accept,270.03,18.81,288.84
48670P ,048670 ,KM8JEDD19TU408909,10/10/2025,10/13/2025,Accept,127.07,0.00,161.14
48671P ,048671 ,KM8JEDD10TU405459,10/10/2025,10/13/2025,Accept,127.07,0.00,161.14
48701P ,048701 ,KMHRC8A35TU426894,10/14/2025,10/16/2025,Accept,127.07,0.00,155.41
48718P ,048718 ,5NMJECDE8TH625778,10/15/2025,10/21/2025,Accept,127.07,0.00,163.05
48719P ,048719 ,5NMP3DG10TH090184,10/17/2025,10/21/2025,Accept,127.07,0.00,173.87
48720P ,048720 ,5NMJECDE2TH630054,10/17/2025,10/21/2025,Accept,127.07,0.00,163.05
48723A ,048723 ,KM8HECA32TU363441,10/15/2025,11/24/2025,Accept,142.95,1138.46,1281.41
48723B ,048723 ,KM8HECA32TU363441,10/15/2025,11/24/2025,Accept,333.56,430.27,763.83
48723C ,048723 ,KM8HECA32TU363441,10/15/2025,12/22/2025,Accept,778.32,1261.76,2040.08
48723R ,048723 ,KM8HECA32TU363441,10/16/2025, ,Deleted,0.00,0.00,0.00
48731A ,048731 ,5NTJEDAF5RH079084,10/15/2025,11/17/2025,Accept,142.96,794.89,937.85
48731B ,048731 ,5NTJEDAF5RH079084,10/15/2025,11/12/2025,Accept,95.30,164.72,260.02
48733A ,048733 ,5NMZUDLB5HH011555,10/15/2025,11/28/2025,Accept,524.17,303.51,827.68
48733R ,048733 ,5NMZUDLB5HH011555,11/14/2025,11/26/2025,Accept,0.00,0.00,285.00
48757A ,048757 ,5NPD74LF8KH492125,10/16/2025,10/17/2025,Accept,47.65,0.00,47.65
48763A ,048763 ,KM8JECA12NU034855,10/17/2025,10/21/2025,Accept,47.65,0.00,47.65
48763B ,048763 ,KM8JECA12NU034855,10/17/2025,10/28/2025,Accept,79.42,158.32,237.74
48773A ,048773 ,5NMP3DGL1SH148593,10/17/2025,11/13/2025,Accept,79.42,40.98,120.40
48788A ,048788 ,5NMP5DGL1SH069869,10/18/2025,10/21/2025,Accept,63.54,0.00,66.04
48793A ,048793 ,5NMJACAE9NH051338,10/20/2025,11/03/2025,Accept,206.49,160.00,366.49
48793B ,048793 ,5NMJACAE9NH051338,10/20/2025,11/17/2025,Accept,190.61,0.00,190.61
48825A ,048825 ,5NTJEDDF7RH122321,10/21/2025,10/22/2025,Accept,47.65,0.00,47.65
48833P ,048833 ,KM8JEDD14TU409935,10/21/2025,10/24/2025,Accept,127.07,0.00,161.14
48834P ,048834 ,KMHLL4DG3SU093445,10/23/2025,10/24/2025,Accept,127.07,0.00,157.00
48835P ,048835 ,KM8RMES22TU060555,10/21/2025,10/24/2025,Accept,127.07,0.00,178.01
48836P ,048836 ,KM8RLES20TU060184,10/21/2025,10/24/2025,Accept,127.07,0.00,178.01
48837P ,048837 ,KM8JEDD11TU411433,10/21/2025,10/24/2025,Accept,127.07,0.00,161.14
48838P ,048838 ,KM8JEDD15TU411564,10/23/2025,10/24/2025,Accept,127.07,0.00,161.14
48839P ,048839 ,KM8JEDD19TU411387,10/21/2025,10/24/2025,Accept,127.07,0.00,161.14
48848A ,048848 ,KMHM34AC8RA074858,10/22/2025,10/23/2025,Accept,47.65,0.00,59.65
48865A ,048865 ,5NMS2DAJ7MH313456,10/23/2025,10/24/2025,Accept,63.54,173.20,236.74
48870A ,048870 ,5NMP4DGL0SH099609,10/23/2025,10/24/2025,Accept,63.54,0.00,66.04
48875P ,048875 ,5NMP1DG12TH092833,10/23/2025,11/03/2025,Accept,127.07,0.00,173.87
48876P ,048876 ,5NMP2DG11TH092576,10/23/2025,10/24/2025,Accept,127.07,0.00,173.87
48877P ,048877 ,5NMP2DG14TH093186,10/23/2025,11/03/2025,Accept,127.07,0.00,173.87
48882A ,048882 ,5NMJFCAEXNH043833,10/24/2025,10/24/2025,Accept,47.65,0.00,47.65
48888P ,048888 ,KM8HDCA39TU391143,10/24/2025,11/03/2025,Accept,127.07,0.00,159.55
48889P ,048889 ,KM8HACAB6TU391228,10/27/2025,11/03/2025,Accept,127.07,0.00,159.55
48890P ,048890 ,KM8HACAB7TU391237,10/24/2025,11/03/2025,Accept,127.07,0.00,159.55
48891P ,048891 ,KM8HACAB0TU392035,10/24/2025,11/03/2025,Accept,127.07,0.00,159.55
48892P ,048892 ,KM8HDCA31TU389807,10/24/2025,11/03/2025,Accept,127.07,0.00,159.55
489008 ,049008 ,KMHLW4AK4PU016641,10/31/2025,11/03/2025,Accept,47.65,0.00,47.65
48916A ,048916 ,5NMS2DAJ5NH475541,10/27/2025,11/03/2025,Accept,63.54,139.17,202.71
48926A ,048926 ,5NMP5DGL4RH060254,10/27/2025,11/03/2025,Accept,63.54,0.00,66.04
48926B ,048926 ,5NMP5DGL4RH060254,10/27/2025,11/03/2025,Accept,79.42,0.00,79.42
48944A ,048944 ,KM8R3DGE7SU873937,10/28/2025,12/23/2025,Accept,142.96,63.02,205.98
48944B ,048944 ,KM8R3DGE7SU873937,10/28/2025, ,Return,0.00,0.00,0.00
48944R ,048944 ,KM8R3DGE7SU873937,11/21/2025,01/05/2026,Accept,0.00,0.00,1653.00
48948A ,048948 ,KM8J2CA43LU162733,10/28/2025,11/03/2025,Accept,190.61,1564.44,1755.05
48949A ,048949 ,5NMS34AJ8NH434981,10/28/2025,11/03/2025,Accept,63.54,173.20,236.74
48955P ,048955 ,5NMP1DG1XTH093308,10/29/2025,11/03/2025,Accept,127.07,0.00,173.87
48956P ,048956 ,5NMP1DGL6TH168782,10/28/2025,11/03/2025,Accept,127.07,0.00,173.87
48973A ,048973 ,5NTJDDAF3RH077448,10/29/2025,11/03/2025,Accept,95.30,164.72,260.02
48981A ,048981 ,5NTJCDDE6RH119584,10/29/2025,11/03/2025,Accept,31.77,0.00,31.77
48987A ,048987 ,5NMP3DGLXSH077670,10/30/2025,11/03/2025,Accept,79.42,0.00,79.42
48987B ,048987 ,5NMP3DGLXSH077670,10/30/2025,11/03/2025,Accept,63.54,0.00,66.04
48995A ,048995 ,5XYZUDLA1GG308936,10/30/2025,11/17/2025,Accept,174.72,0.00,174.72
48995B ,048995 ,5XYZUDLA1GG308936,10/30/2025,11/17/2025,Accept,1127.76,3309.92,4437.68
48995C ,048995 ,5XYZUDLA1GG308936,10/30/2025,11/25/2025,Accept,730.66,0.00,730.66
48995R ,048995 ,5XYZUDLA1GG308936,10/30/2025,11/24/2025,Accept,0.00,0.00,675.00
48996A ,048996 ,KM8R7DGE6SU833949,10/30/2025,11/03/2025,Accept,127.07,281.80,408.87
49014A ,049014 ,5NMP2DGL9RH004593,10/31/2025,11/03/2025,Accept,63.54,0.00,66.04
49014B ,049014 ,5NMP2DGL9RH004593,10/31/2025,11/03/2025,Accept,79.42,0.00,79.42
49038A ,049038 ,5NMP4DGL0SH098346,11/03/2025,11/04/2025,Accept,63.54,0.00,66.04
49040A ,049040 ,KM8K6CAB1PU030406,11/03/2025,11/04/2025,Accept,63.54,40.39,103.93
49047A ,049047 ,5NMP5DGL8SH116315,11/03/2025,11/04/2025,Accept,63.54,0.00,66.04
49056P ,049056 ,5NMJECDE8TH635971,11/04/2025,11/06/2025,Accept,127.07,0.00,160.65
49057P ,049057 ,5NMP3DGL0TH171025,11/04/2025,11/05/2025,Accept,127.07,0.00,170.76
49058P ,049058 ,5NMP5DGL4TH172348,11/05/2025,11/05/2025,Accept,127.07,0.00,170.76
49061A ,049061 ,5NMP4DGL1SH094936,11/04/2025,11/05/2025,Accept,63.54,0.00,66.04
49065A ,049065 ,KM8R7DGE5PU515232,11/04/2025,11/14/2025,Accept,254.14,281.80,535.94
49078A ,049078 ,5NMP1DGL8SH104676,11/04/2025,11/05/2025,Accept,63.54,0.00,66.04
49081A ,049081 ,KMHDH4AE7CU316581,11/04/2025,11/06/2025,Accept,31.77,30.96,62.73
49081B ,049081 ,KMHDH4AE7CU316581,11/04/2025,11/06/2025,Accept,47.65,0.00,47.65
49087A ,049087 ,KM8KRDAF2PU211594,11/05/2025,11/12/2025,Accept,95.31,221.51,316.82
49094A ,049094 ,5NMP3DG17SH032670,11/05/2025,11/06/2025,Accept,47.65,0.00,47.65
49096A ,049096 ,5NMP4DGL6RH008482,11/05/2025,11/06/2025,Accept,63.54,0.00,66.04
49098A ,049098 ,5NMP3DGL1SH148593,11/05/2025,11/06/2025,Accept,79.42,0.00,79.42
49100P ,049100 ,KM8RMES21TU065455,11/06/2025,11/07/2025,Accept,127.07,0.00,174.62
49101P ,049101 ,KM8RJES20TU063267,11/07/2025,11/10/2025,Accept,127.07,0.00,174.62
49102P ,049102 ,KM8RMESAXTU037127,11/06/2025,11/10/2025,Accept,127.07,0.00,172.24
49103P ,049103 ,KM8RMESA9TU037104,11/05/2025,11/07/2025,Accept,127.07,0.00,172.24
49104P ,049104 ,KM8RMES27TU065542,11/05/2025,11/10/2025,Accept,127.07,0.00,174.62
49105P ,049105 ,KM8RMESA5TU034569,11/05/2025,11/10/2025,Accept,127.07,0.00,172.24
49111A ,049111 ,KMHLR4AFXPU607535,11/06/2025,11/07/2025,Accept,47.65,0.00,47.65
49119A ,049119 ,KM8SMDHF5DU015214,11/06/2025,11/06/2025,Accept,31.77,30.84,62.61
49121A ,049121 ,5NMP4DGL3RH013400,11/06/2025,11/06/2025,Accept,63.54,0.00,66.04
49128A ,049128 ,KM8J2CA43KU030327,11/06/2025, ,Deleted,47.65,0.00,47.65
49135A ,049135 ,5NMJECDE7RH430716,11/06/2025,12/10/2025,Accept,47.65,0.00,47.65
49135R ,049135 ,5NMJECDE7RH430716,12/01/2025,12/16/2025,Accept,0.00,0.00,90.00
49149A ,049149 ,5NMP2DGL4SH099344,11/07/2025,11/11/2025,Accept,63.54,0.00,66.04
49149B ,049149 ,5NMP2DGL4SH099344,11/07/2025,11/11/2025,Accept,47.65,0.00,47.65
49149C ,049149 ,5NMP2DGL4SH099344,11/07/2025,11/11/2025,Accept,79.42,0.00,79.42
49168A ,049168 ,5NPE24AF2GH306141,11/10/2025, ,Deleted,0.00,0.00,0.00
49168B ,049168 ,5NPE24AF2GH306141,11/10/2025,12/15/2025,Accept,524.17,297.94,822.11
49168R ,049168 ,5NPE24AF2GH306141,11/11/2025,12/04/2025,Accept,0.00,0.00,90.00
49170A ,049170 ,5NMP2DGL2SH091758,11/10/2025,11/11/2025,Accept,79.42,0.00,79.42
49170B ,049170 ,5NMP2DGL2SH091758,11/10/2025,11/11/2025,Accept,63.54,0.00,66.04
49172A ,049172 ,KMHEC4A47EA114077,11/10/2025,11/11/2025,Accept,31.77,6.74,38.51
49177A ,049177 ,5NMP4DGL5SH105534,11/10/2025,11/11/2025,Accept,63.54,0.00,66.04
49177B ,049177 ,5NMP4DGL5SH105534,11/10/2025,11/11/2025,Accept,79.42,0.00,79.42
49186A ,049186 ,5NTJEDAF2PH076799,11/11/2025,11/17/2025,Accept,333.56,265.11,598.67
49189A ,049189 ,5NMS6DAJ4MH308591,11/11/2025,11/12/2025,Accept,63.54,173.20,236.74
49199A ,049199 ,5NMP5DGL6SH095058,11/11/2025,11/12/2025,Accept,63.54,0.00,66.04
49199B ,049199 ,5NMP5DGL6SH095058,11/11/2025,11/12/2025,Accept,79.42,0.00,79.42
49201A ,049201 ,5NTJCDDE0SH127248,11/11/2025,11/12/2025,Accept,63.54,0.00,63.54
49204A ,049204 ,5NTJCDDE9SH143805,11/11/2025,11/21/2025,Accept,63.54,0.00,63.54
49205A ,049205 ,KMHL64JA1SA512465,11/11/2025,11/12/2025,Accept,47.65,0.00,47.65
49209A ,049209 ,KMHL34JJ8SA108443,11/11/2025,11/12/2025,Accept,47.65,0.00,47.65
49210A ,049210 ,KMHL64JA2RA411932,11/11/2025,11/12/2025,Accept,47.65,0.00,47.65
49212A ,049212 ,5NMP1DGL4SH068727,11/12/2025,11/13/2025,Accept,63.54,0.00,66.04
49212B ,049212 ,5NMP1DGL4SH068727,11/12/2025,11/13/2025,Accept,47.65,0.00,47.65
49214A ,049214 ,5NPE34AF8JH642106,11/12/2025,11/26/2025,Accept,174.72,269.43,444.15
49224A ,049224 ,KM8R3DGE5RU713310,11/12/2025,11/13/2025,Accept,63.54,0.00,63.54
49227A ,049227 ,KMHM54AC4PA026569,11/12/2025,11/13/2025,Accept,47.65,0.00,59.65
49228A ,049228 ,5NMP4DGL1RH024492,11/12/2025,11/13/2025,Accept,63.54,0.00,66.04
49235A ,049235 ,KM8RMES2XTU026542,11/13/2025,12/05/2025,Accept,1191.30,146.11,1337.41
49241A ,049241 ,5NMJFCDE8RH297851,11/13/2025,11/14/2025,Accept,47.65,0.00,47.65
49242A ,049242 ,5XYZUDLB8JG504968,11/13/2025,11/17/2025,Accept,127.07,0.00,127.07
49242B ,049242 ,5XYZUDLB8JG504968,11/13/2025,11/17/2025,Accept,47.65,0.00,47.65
49246A ,049246 ,5XYZTDLB2DG104461,11/13/2025,01/05/2026,Accept,174.72,0.00,174.72
49246B ,049246 ,5XYZTDLB2DG104461,11/13/2025,01/05/2026,Accept,47.65,0.00,47.65
49246C ,049246 ,5XYZTDLB2DG104461,11/13/2025,01/05/2026,Accept,47.65,23.15,70.80
49246D ,049246 ,5XYZTDLB2DG104461,11/13/2025,01/05/2026,Accept,47.65,0.00,47.65
49246E ,049246 ,5XYZTDLB2DG104461,11/13/2025,01/07/2026,Accept,238.26,0.00,238.26
49247A ,049247 ,5NMP5DGL4SH099058,11/13/2025,11/14/2025,Accept,63.54,0.00,66.04
49254P ,049254 ,5NMJECDE2TH639935,11/13/2025,11/17/2025,Accept,127.07,0.00,160.65
49255P ,049255 ,5NMJECDE9TH640080,11/13/2025,11/14/2025,Accept,127.07,0.00,160.65
49256P ,049256 ,5NMP2DGL0TH174722,11/14/2025,11/17/2025,Accept,127.07,0.00,170.76
49257P ,049257 ,5NMP2DGL0TH174994,11/14/2025,11/17/2025,Accept,127.07,0.00,170.76
49271P ,049271 ,5NMJECDE5TH642960,11/14/2025,11/17/2025,Accept,127.07,0.00,160.65
49272P ,049272 ,5NMJFCDE3TH644865,11/14/2025,11/17/2025,Accept,127.07,0.00,160.65
49277A ,049277 ,KM8R7DGE9SU943085,11/14/2025,11/17/2025,Accept,63.54,0.00,63.54
49279A ,049279 ,KMHL64JA1RA412862,11/14/2025,11/17/2025,Accept,47.65,0.00,47.65
49282A ,049282 ,KM8R3DGE7SU832630,11/14/2025,11/17/2025,Accept,63.54,0.00,63.54
49290A ,049290 ,KM8JBCA11PU091883,11/17/2025,11/18/2025,Accept,158.84,18.81,177.65
49295P ,049295 ,5NMP1DGL8TH175796,11/17/2025,11/18/2025,Accept,127.07,0.00,170.76
49298P ,049298 ,5NTJEDDFXTH164814,11/17/2025,11/18/2025,Accept,127.07,0.00,170.76
49299P ,049299 ,5NTJEDDF6TH164843,11/17/2025,11/20/2025,Accept,127.07,0.00,170.76
49300P ,049300 ,5NTJEDDF3TH164797,11/17/2025,11/18/2025,Accept,127.07,0.00,170.76
49301P ,049301 ,5NMP3DGL9TH174862,11/17/2025,11/18/2025,Accept,127.07,0.00,170.76
49302A ,049302 ,5NMZU3LB1HH007254,10/16/2025,01/06/2026,Accept,47.65,0.00,5098.76
49305A ,049305 ,KMHLR4AF0PU495277,11/17/2025,11/18/2025,Accept,174.72,18.81,193.53
49305B ,049305 ,KMHLR4AF0PU495277,11/17/2025,11/18/2025,Accept,31.77,0.00,31.77
49307A ,049307 ,5NPLM4AG6MH000582,11/17/2025,11/18/2025,Accept,79.42,169.93,252.85
49307B ,049307 ,5NPLM4AG6MH000582,11/17/2025,11/18/2025,Accept,111.19,24.21,135.40
49307C ,049307 ,5NPLM4AG6MH000582,11/17/2025,11/28/2025,Accept,142.96,0.00,142.96
49315A ,049315 ,KMHL64JA7RA389507,11/17/2025,11/20/2025,Accept,47.65,0.00,47.65
49327A ,049327 ,5NTJEDAF2PH055855,11/18/2025,11/20/2025,Accept,95.30,164.72,260.02
49328A ,049328 ,5NMP2DGL5SH072377,11/18/2025,11/20/2025,Accept,63.54,0.00,66.04
49330A ,049330 ,KM8R3DGE5SU889828,11/18/2025,11/20/2025,Accept,63.54,0.00,63.54
49342A ,049342 ,5NMP2DGL3RH030719,11/19/2025,11/20/2025,Accept,47.65,0.00,47.65
49342B ,049342 ,5NMP2DGL3RH030719,11/19/2025,11/20/2025,Accept,79.42,0.00,79.42
49342C ,049342 ,5NMP2DGL3RH030719,11/19/2025,11/20/2025,Accept,63.54,0.00,66.04
49342D ,049342 ,5NMP2DGL3RH030719,11/19/2025,11/20/2025,Accept,47.65,0.00,47.65
49342E ,049342 ,5NMP2DGL3RH030719,11/19/2025,11/20/2025,Accept,79.42,0.00,79.42
49347A ,049347 ,5NMJECDE9SH510542,11/19/2025,11/21/2025,Accept,47.65,0.00,47.65
49350A ,049350 ,KM8R7DHE3NU393451,11/19/2025,11/20/2025,Accept,47.65,0.00,47.65
49356A ,049356 ,KM8KNDAF2PU149304,11/20/2025,12/05/2025,Accept,333.56,2200.57,2534.13
49356B ,049356 ,KM8KNDAF2PU149304,11/20/2025,12/05/2025,Accept,111.19,0.00,111.19
49357P ,049357 ,KM8RMES29TU070970,11/22/2025,11/24/2025,Accept,127.07,0.00,174.62
49358P ,049358 ,KM8RHESA1TU041832,11/22/2025,11/24/2025,Accept,127.07,0.00,172.24
49361A ,049361 ,KM8KMDAF9NU057039,11/20/2025,12/10/2025,Accept,111.19,0.00,111.19
49361B ,049361 ,KM8KMDAF9NU057039,11/20/2025,12/10/2025,Accept,63.54,0.00,63.54
49361C ,049361 ,KM8KMDAF9NU057039,11/20/2025,12/10/2025,Accept,47.65,0.00,47.65
49361D ,049361 ,KM8KMDAF9NU057039,11/20/2025,12/10/2025,Accept,111.19,0.55,111.74
49361E ,049361 ,KM8KMDAF9NU057039,11/20/2025,12/10/2025,Accept,47.65,0.00,47.65
49368A ,049368 ,KM8R7DGE5SU854100,11/20/2025,11/21/2025,Accept,63.54,0.00,63.54
49370A ,049370 ,KM8R2DGE5SU825887,11/20/2025,11/21/2025,Accept,63.54,0.00,63.54
49375A ,049375 ,5NMS6DAJ3NH386264,11/21/2025,11/24/2025,Accept,47.65,0.00,47.65
49375B ,049375 ,5NMS6DAJ3NH386264,11/21/2025,11/24/2025,Accept,63.54,173.20,236.74
49385A ,049385 ,5NMP5DGL4SH071146,11/21/2025,12/10/2025,Accept,63.54,0.00,66.04
49390A ,049390 ,KM8JFCA19PU121989,11/21/2025,12/10/2025,Accept,63.54,0.00,63.54
49410A ,049410 ,KM8R7DGE4RU748280,11/24/2025,11/25/2025,Accept,63.54,0.00,63.54
49411A ,049411 ,5NMP5DGL2RH060723,11/24/2025,11/25/2025,Accept,47.65,1.47,49.12
49411B ,049411 ,5NMP5DGL2RH060723,11/24/2025,11/25/2025,Accept,63.54,0.00,66.04
49417A ,049417 ,5NMS5CAA2LH292595,11/25/2025,12/15/2025,Accept,317.68,282.13,599.81
49423A ,049423 ,KM8R7DGE6SU929810,11/25/2025,11/26/2025,Accept,63.54,0.00,63.54
49424A ,049424 ,5NPEH4J21MH094243,11/25/2025,11/26/2025,Accept,63.54,0.00,63.54
49432A ,049432 ,5NMP5DGL1SH103583,11/25/2025,11/26/2025,Accept,63.54,0.00,66.04
49437A ,049437 ,5NPE34AF8JH642106,11/25/2025,12/04/2025,Accept,349.45,335.34,684.79
49437R ,049437 ,5NPE34AF8JH642106,11/25/2025,12/01/2025,Accept,0.00,0.00,90.00
49439A ,049439 ,KM8J3CA44HU563051,11/26/2025,12/22/2025,Accept,79.42,0.00,79.42
49439B ,049439 ,KM8J3CA44HU563051,11/26/2025,12/22/2025,Accept,47.65,0.00,47.65
49439C ,049439 ,KM8J3CA44HU563051,11/26/2025, ,Deleted,79.42,0.00,79.42
49439D ,049439 ,KM8J3CA44HU563051,11/26/2025,12/22/2025,Accept,47.65,0.00,47.65
49439E ,049439 ,KM8J3CA44HU563051,11/26/2025,12/22/2025,Accept,31.77,12.92,44.69
49439F ,049439 ,KM8J3CA44HU563051,11/26/2025,12/30/2025,Accept,1683.70,4007.74,5691.44
49445A ,049445 ,5NMS2DAJ7PH579340,11/26/2025,12/10/2025,Accept,47.65,0.00,47.65
49447P ,049447 ,5NMP2DGL4TH176098,11/28/2025,12/01/2025,Accept,127.07,0.00,170.76
49448P ,049448 ,5NMJACDE0TH643400,11/26/2025,12/02/2025,Accept,127.07,0.00,160.65
49449P ,049449 ,5NMJECDE1TH648397,11/26/2025,12/01/2025,Accept,127.07,0.00,160.65
49450P ,049450 ,5NMP3DGL5TH174308,11/26/2025,12/02/2025,Accept,127.07,0.00,170.76
49451P ,049451 ,5NMJCCDE8TH649231,11/28/2025,12/01/2025,Accept,127.07,0.00,160.65
49452P ,049452 ,5NTJEDDF9TH166800,11/26/2025,12/01/2025,Accept,127.07,0.00,170.76
49453P ,049453 ,5NMP5DGL1TH179127,12/02/2025,12/02/2025,Accept,127.07,0.00,170.76
49457A ,049457 ,KM8R7DGE9SU943085,11/26/2025,11/28/2025,Accept,142.96,63.02,205.98
49469A ,049469 ,KM8R3DGE7SU832630,11/28/2025,12/01/2025,Accept,142.96,63.02,205.98
49470A ,049470 ,KM8R54HE8NU447445,11/28/2025,11/28/2025,Accept,142.96,63.02,205.98
49475A ,049475 ,5NMP5DGL9SH069165,11/28/2025,12/01/2025,Accept,63.54,0.00,66.04
49482A ,049482 ,KM8JBDD13SU384680,11/28/2025,12/01/2025,Accept,47.65,0.00,47.65
49482B ,049482 ,KM8JBDD13SU384680,11/28/2025,12/01/2025,Accept,63.54,0.00,63.54
49495A ,049495 ,KM8R7DGE8PU542361,12/01/2025,12/02/2025,Accept,63.54,0.00,63.54
49501A ,049501 ,KM8R4DHE9LU144478,12/01/2025,12/09/2025,Accept,79.42,283.86,363.28
49507A ,049507 ,KM8R5DGE0PU519419,12/02/2025,12/02/2025,Accept,63.54,0.00,63.54
49508A ,049508 ,KM8R7DGE5PU515232,12/02/2025,12/05/2025,Accept,63.54,0.00,63.54
49508B ,049508 ,KM8R7DGE5PU515232,12/02/2025,12/10/2025,Accept,206.49,301.77,508.26
49514A ,049514 ,KM8R5DGE4SU816900,12/02/2025,12/04/2025,Accept,63.54,0.00,63.54
49518A ,049518 ,KM8R4DGE7RU745530,12/02/2025,12/04/2025,Accept,63.54,0.00,63.54
49519A ,049519 ,5NMP5DGL1SH069869,12/02/2025,12/04/2025,Accept,47.65,0.00,47.65
49520A ,049520 ,KMHC65LC9MU249843,12/03/2025,12/12/2025,Accept,127.07,292.75,419.82
49522A ,049522 ,5NPDH4AE8CH126710,12/03/2025,12/04/2025,Accept,31.77,30.96,62.73
49522B ,049522 ,5NPDH4AE8CH126710,12/03/2025,12/04/2025,Accept,47.65,0.00,47.65
49522C ,049522 ,5NPDH4AE8CH126710,12/03/2025,12/04/2025,Accept,47.65,12.12,59.77
49522D ,049522 ,5NPDH4AE8CH126710,12/03/2025,12/04/2025,Accept,47.65,0.00,47.65
49522E ,049522 ,5NPDH4AE8CH126710,12/03/2025,12/04/2025,Accept,47.65,0.40,48.05
49525A ,049525 ,KM8KNDAF4PU144251,12/03/2025,12/04/2025,Accept,47.65,0.00,47.65
49534A ,049534 ,KM8JBDD14SU384428,12/03/2025,12/04/2025,Accept,47.65,0.00,47.65
49534B ,049534 ,KM8JBDD14SU384428,12/03/2025,12/04/2025,Accept,63.54,0.00,63.54
49535A ,049535 ,5NPDH4AE6DH284528,12/03/2025,12/04/2025,Accept,47.65,0.00,47.65
49537A ,049537 ,KM8R5DGE8SU875206,12/03/2025,12/04/2025,Accept,63.54,0.00,63.54
49538A ,049538 ,3KPC24A62ME138573,12/03/2025,12/04/2025,Accept,47.65,0.00,47.65
49539P ,049539 ,5NMJFCDE3TH649094,12/05/2025,12/08/2025,Accept,127.07,0.00,160.39
